embutidos;tipo;largura;altura;tamanho;nao_vazias;preenchidas;buracos;impossiveis;%possiveis;%interior;%borda
325;Boustrophedon ;57;56;3192;1422;1300;95;27;93.19;97.54;61.57
292;Boustrophedon ;60;50;3000;1319;1168;106;45;91.68;97.13;60.26
201;Varredura ;39;42;1638;889;804;75;10;91.47;97.46;62.57
305;Varredura ;56;53;2968;1323;1220;75;28;94.21;97.99;64.32
322;Espiral Crescente ;51;61;3111;1443;1288;115;40;91.8;98.42;54.93
292;Varredura ;62;41;2542;1272;1168;73;31;94.12;98.73;63.31
313;Varredura ;59;46;2714;1383;1252;100;31;92.6;97.86;59.0
368;Varredura ;59;51;3009;1622;1472;115;35;92.75;96.89;60.29
351;Boustrophedon ;63;47;2961;1538;1404;108;26;92.86;97.54;63.08
167;Varredura ;33;51;1683;763;668;72;23;90.27;97.87;58.29
298;Varredura ;48;60;2880;1331;1192;95;44;92.62;97.73;58.18
226;Espiral Crescente ;52;42;2184;1026;904;92;30;90.76;98.5;51.54
349;Boustrophedon ;56;50;2800;1537;1396;109;32;92.76;97.69;60.56
232;Boustrophedon ;61;35;2135;1011;928;73;10;92.71;97.99;68.69
222;Boustrophedon ;39;43;1677;998;888;88;22;90.98;97.37;55.72
207;Varredura ;50;43;2150;932;828;74;30;91.8;97.56;62.82
382;Boustrophedon ;58;60;3480;1721;1528;139;54;91.66;96.41;59.55
352;Espiral Crescente ;57;52;2964;1564;1408;120;36;92.15;97.98;52.55
291;Boustrophedon ;50;58;2900;1272;1164;84;24;93.27;97.3;65.81
315;Varredura ;47;53;2491;1387;1260;102;25;92.51;98.08;56.79
230;Espiral Crescente ;62;37;2294;1031;920;90;21;91.09;98.48;59.09
394;Espiral Crescente ;59;58;3422;1736;1576;123;37;92.76;98.02;58.88
287;Varredura ;57;60;3420;1324;1148;134;42;89.55;97.04;57.14
378;Boustrophedon ;56;63;3528;1688;1512;135;41;91.8;96.26;64.0
263;Boustrophedon ;52;35;1820;1153;1052;69;32;93.84;96.65;69.3
362;Boustrophedon ;59;51;3009;1565;1448;80;37;94.76;98.41;61.13
265;Varredura ;51;55;2805;1189;1060;96;33;91.7;98.35;59.29
383;Boustrophedon ;56;51;2856;1648;1532;99;17;93.93;98.21;63.75
287;Boustrophedon ;44;60;2640;1254;1148;85;21;93.11;97.93;64.29
348;Boustrophedon ;52;58;3016;1540;1392;109;39;92.74;98.24;56.55
257;Boustrophedon ;47;42;1974;1135;1028;84;23;92.45;97.29;61.32
257;Varredura ;47;54;2538;1153;1028;96;29;91.46;97.13;64.41
301;Boustrophedon ;50;59;2950;1330;1204;97;29;92.54;98.32;58.3
307;Espiral Decrescente ;47;56;2632;1381;1228;122;31;90.96;96.08;61.4
290;Boustrophedon ;48;55;2640;1268;1160;92;16;92.65;98.25;62.03
381;Boustrophedon ;58;59;3422;1626;1524;74;28;95.37;98.5;71.63
320;Varredura ;59;55;3245;1397;1280;87;30;93.64;98.3;64.62
369;Espiral Decrescente ;58;61;3538;1659;1476;129;54;91.96;96.24;62.46
256;Boustrophedon ;46;46;2116;1113;1024;70;19;93.6;97.6;66.16
388;Espiral Crescente ;53;52;2756;1671;1552;93;26;94.35;98.82;55.26
346;Espiral Crescente ;52;59;3068;1546;1384;113;49;92.45;98.15;53.67
290;Boustrophedon ;55;50;2750;1295;1160;104;31;91.77;97.59;57.2
295;Boustrophedon ;51;55;2805;1304;1180;97;27;92.4;97.14;67.24
236;Boustrophedon ;49;45;2205;1052;944;87;21;91.56;97.17;64.58
200;Boustrophedon ;45;43;1935;909;800;83;26;90.6;96.9;62.07
387;Boustrophedon ;63;59;3717;1727;1548;136;43;91.92;96.32;62.68
309;Varredura ;61;42;2562;1383;1236;111;36;91.76;97.62;58.13
256;Varredura ;47;51;2397;1143;1024;89;30;92.0;98.36;54.59
351;Boustrophedon ;44;54;2376;1515;1404;92;19;93.85;97.23;65.44
402;Boustrophedon ;56;55;3080;1762;1608;115;39;93.33;97.18;63.07
270;Varredura ;56;52;2912;1202;1080;85;37;92.7;98.92;59.86
210;Boustrophedon ;53;29;1537;913;840;64;9;92.92;97.15;70.29
334;Boustrophedon ;57;50;2850;1489;1336;127;26;91.32;97.23;59.73
229;Boustrophedon ;51;39;1989;1023;916;83;24;91.69;97.04;60.85
339;Boustrophedon ;48;55;2640;1466;1356;81;29;94.36;97.74;69.14
308;Boustrophedon ;46;50;2300;1344;1232;96;16;92.77;97.68;61.26
372;Boustrophedon ;53;62;3286;1633;1488;109;36;93.17;97.49;59.78
333;Espiral Crescente ;58;50;2900;1466;1332;104;30;92.76;98.42;56.44
298;Varredura ;57;52;2964;1328;1192;101;35;92.19;97.8;59.79
298;Varredura ;51;57;2907;1347;1192;115;40;91.2;96.67;59.6
349;Boustrophedon ;55;46;2530;1522;1396;93;33;93.75;97.54;63.88
296;Boustrophedon ;56;54;3024;1308;1184;94;30;92.64;97.35;61.9
397;Boustrophedon ;62;61;3782;1772;1588;154;30;91.16;97.58;58.9
308;Boustrophedon ;43;59;2537;1369;1232;104;33;92.22;96.94;64.01
295;Varredura ;45;53;2385;1295;1180;96;19;92.48;96.87;61.24
336;Boustrophedon ;49;59;2891;1445;1344;81;20;94.32;98.54;60.85
365;Varredura ;63;56;3528;1618;1460;123;35;92.23;98.34;60.97
255;Boustrophedon ;39;48;1872;1099;1020;53;26;95.06;98.67;66.16
372;Boustrophedon ;61;60;3660;1639;1488;121;30;92.48;97.49;63.47
345;Boustrophedon ;51;52;2652;1510;1380;104;26;92.99;96.49;66.67
324;Boustrophedon ;53;45;2385;1408;1296;94;18;93.24;97.44;65.11
317;Varredura ;63;38;2394;1372;1268;84;20;93.79;96.88;69.09
422;Boustrophedon ;56;60;3360;1806;1688;95;23;94.67;98.05;66.79
373;Varredura ;53;61;3233;1646;1492;126;28;92.21;97.25;65.09
372;Boustrophedon ;57;56;3192;1654;1488;125;41;92.25;97.22;63.59
383;Boustrophedon ;48;53;2544;1650;1532;89;29;94.51;98.0;63.71
306;Varredura ;58;54;3132;1380;1224;121;35;91.0;97.48;58.25
250;Varredura ;47;51;2397;1119;1000;89;30;91.83;96.9;62.9
231;Varredura ;43;48;2064;1038;924;93;21;90.86;97.56;57.08
293;Varredura ;50;54;2700;1289;1172;86;31;93.16;98.0;59.49
388;Boustrophedon ;52;58;3016;1718;1552;135;31;92.0;97.32;61.83
198;Espiral Decrescente ;46;38;1748;876;792;56;28;93.4;96.2;69.79
335;Boustrophedon ;55;56;3080;1471;1340;109;22;92.48;97.63;64.48
249;Varredura ;45;45;2025;1078;996;57;25;94.59;98.75;64.5
276;Boustrophedon ;56;49;2744;1246;1104;116;26;90.49;94.56;65.22
254;Espiral Crescente ;56;41;2296;1153;1016;111;26;90.15;98.53;53.56
280;Varredura ;49;51;2499;1251;1120;100;31;91.8;97.04;62.36
288;Boustrophedon ;55;45;2475;1276;1152;99;25;92.09;96.54;66.16
313;Boustrophedon ;58;48;2784;1380;1252;102;26;92.47;98.63;59.93
256;Varredura ;52;46;2392;1145;1024;97;24;91.35;97.01;61.16
259;Varredura ;55;51;2805;1156;1036;91;29;91.93;98.55;59.0
321;Varredura ;63;53;3339;1466;1284;130;52;90.81;97.14;60.57
282;Varredura ;50;52;2600;1241;1128;91;22;92.53;97.5;63.64
305;Espiral Crescente ;43;53;2279;1352;1220;91;41;93.06;98.18;56.25
343;Varredura ;63;44;2772;1524;1372;121;31;91.9;96.98;61.54
291;Boustrophedon ;63;46;2898;1300;1164;108;28;91.51;97.68;58.05
282;Boustrophedon ;56;61;3416;1288;1128;115;45;90.75;95.68;62.66
334;Boustrophedon ;48;63;3024;1447;1336;93;18;93.49;98.82;62.26
516;Boustrophedon ;63;56;3528;2208;2064;113;31;94.81;98.61;64.88
458;Varredura ;58;59;3422;1968;1832;106;30;94.53;97.94;67.92
337;Varredura ;52;62;3224;1490;1348;108;34;92.58;97.19;61.7
253;Varredura ;49;49;2401;1138;1012;93;33;91.58;97.4;59.29
348;Varredura ;50;53;2650;1518;1392;100;26;93.3;97.85;62.5
498;Boustrophedon ;52;59;3068;2071;1992;65;14;96.84;99.34;72.08
313;Espiral Decrescente ;55;45;2475;1375;1252;94;29;93.02;96.05;66.95
361;Espiral Decrescente ;56;58;3248;1595;1444;117;34;92.5;95.38;67.15
357;Espiral Crescente ;55;53;2915;1549;1428;98;23;93.58;98.85;57.43
430;Varredura ;55;57;3135;1884;1720;129;35;93.02;97.47;58.67
313;Boustrophedon ;54;49;2646;1371;1252;101;18;92.54;98.48;60.16
454;Boustrophedon ;63;52;3276;1936;1816;94;26;95.08;97.58;72.03
356;Espiral Crescente ;52;60;3120;1548;1424;97;27;93.62;98.47;56.49
309;Varredura ;61;61;3721;1411;1236;140;35;89.83;95.81;61.54
321;Espiral Crescente ;59;59;3481;1420;1284;113;23;91.91;98.3;61.64
317;Boustrophedon ;53;53;2809;1401;1268;100;33;92.69;98.5;57.04
399;Boustrophedon ;56;58;3248;1743;1596;107;40;93.72;97.99;60.27
383;Varredura ;57;56;3192;1639;1532;91;16;94.39;98.1;70.33
336;Boustrophedon ;57;51;2907;1469;1344;104;21;92.82;97.03;68.97
594;Varredura ;63;61;3843;2483;2376;90;17;96.35;99.72;67.21
345;Varredura ;55;63;3465;1545;1380;135;30;91.09;95.72;69.5
408;Varredura ;56;58;3248;1793;1632;122;39;93.04;97.0;60.14
229;Varredura ;48;50;2400;1036;916;97;23;90.42;96.32;63.45
304;Boustrophedon ;50;60;3000;1343;1216;101;26;92.33;98.04;60.89
345;Espiral Crescente ;62;50;3100;1505;1380;100;25;93.24;98.74;54.01
334;Boustrophedon ;56;51;2856;1472;1336;115;21;92.07;97.6;59.16
339;Varredura ;55;57;3135;1520;1356;126;38;91.5;95.96;59.43
337;Boustrophedon ;51;58;2958;1473;1348;87;38;93.94;98.78;54.73
335;Boustrophedon ;49;53;2597;1479;1340;108;31;92.54;97.23;58.17
469;Varredura ;57;46;2622;1951;1876;59;16;96.95;99.54;67.94
234;Boustrophedon ;42;48;2016;1018;936;61;21;93.88;98.57;61.11
298;Boustrophedon ;52;49;2548;1301;1192;84;25;93.42;97.95;61.67
311;Varredura ;57;54;3078;1404;1244;129;31;90.6;97.0;62.13
199;Varredura ;40;46;1840;885;796;70;19;91.92;97.86;59.78
209;Varredura ;44;41;1804;923;836;74;13;91.87;98.89;61.46
298;Varredura ;52;55;2860;1315;1192;86;37;93.27;98.29;60.38
229;Espiral Decrescente ;49;52;2548;1032;916;85;31;91.51;94.65;70.04
359;Varredura ;57;50;2850;1556;1436;92;28;93.98;98.75;62.32
411;Varredura ;52;61;3172;1768;1644;100;24;94.27;98.11;59.05
177;Boustrophedon ;35;45;1575;795;708;69;18;91.12;97.12;59.41
367;Boustrophedon ;51;60;3060;1596;1468;106;22;93.27;97.75;62.45
329;Boustrophedon ;50;51;2550;1440;1316;100;24;92.94;98.1;56.28
233;Boustrophedon ;44;41;1804;1026;932;84;10;91.73;97.2;65.37
320;Boustrophedon ;62;49;3038;1417;1280;104;33;92.49;96.82;64.69
277;Varredura ;50;46;2300;1191;1108;64;19;94.54;98.5;64.21
322;Boustrophedon ;57;52;2964;1415;1288;100;27;92.8;96.9;63.89
239;Boustrophedon ;45;45;2025;1066;956;85;25;91.83;96.62;60.87
394;Varredura ;63;61;3843;1752;1576;141;35;91.79;97.02;60.7
329;Varredura ;57;57;3249;1502;1316;146;40;90.01;96.34;59.55
420;Varredura ;57;56;3192;1826;1680;112;34;93.75;97.45;63.85
203;Boustrophedon ;48;39;1872;889;812;56;21;93.55;98.55;66.33
399;Boustrophedon ;55;61;3355;1767;1596;142;29;91.83;96.79;62.57
286;Boustrophedon ;37;60;2220;1251;1144;90;17;92.71;97.18;64.71
266;Boustrophedon ;51;44;2244;1164;1064;76;24;93.33;97.46;65.45
354;Boustrophedon ;59;51;3009;1539;1416;104;19;93.16;98.03;63.97
259;Espiral Crescente ;50;54;2700;1159;1036;93;30;91.76;98.92;52.12
297;Espiral Crescente ;60;46;2760;1331;1188;100;43;92.24;98.18;56.49
309;Espiral Crescente ;41;59;2419;1346;1236;92;18;93.07;98.46;61.25
334;Varredura ;55;62;3410;1479;1336;123;20;91.57;97.92;63.5
278;Boustrophedon ;60;51;3060;1260;1112;108;40;91.15;97.23;57.69
180;Varredura ;34;46;1564;790;720;51;19;93.39;99.03;63.22
380;Boustrophedon ;60;55;3300;1697;1520;137;40;91.73;97.12;55.66
379;Espiral Crescente ;63;53;3339;1654;1516;102;36;93.7;98.3;61.92
314;Boustrophedon ;45;50;2250;1365;1256;88;21;93.45;99.03;57.58
351;Boustrophedon ;63;51;3213;1534;1404;103;27;93.17;98.29;64.14
321;Espiral Crescente ;51;53;2703;1404;1284;92;28;93.31;98.71;55.88
389;Boustrophedon ;54;54;2916;1678;1556;98;24;94.07;98.31;61.57
264;Varredura ;57;45;2565;1178;1056;99;23;91.43;97.03;64.81
210;Varredura ;44;44;1936;927;840;70;17;92.31;98.21;63.37
273;Varredura ;46;52;2392;1212;1092;88;32;92.54;97.95;57.81
380;Varredura ;57;48;2736;1626;1520;86;20;94.65;98.41;65.0
285;Boustrophedon ;56;56;3136;1284;1140;114;30;90.91;97.27;60.2
335;Boustrophedon ;49;57;2793;1461;1340;93;28;93.51;98.32;62.31
301;Boustrophedon ;46;56;2576;1333;1204;96;33;92.62;96.76;62.85
339;Boustrophedon ;52;58;3016;1486;1356;107;23;92.69;96.95;61.67
315;Varredura ;57;49;2793;1391;1260;98;33;92.78;97.66;62.5
234;Boustrophedon ;47;42;1974;1046;936;86;24;91.59;97.38;57.49
386;Boustrophedon ;63;54;3402;1693;1544;111;38;93.29;98.77;57.14
495;Varredura ;56;63;3528;2094;1980;89;25;95.7;99.39;65.08
265;Espiral Crescente ;50;47;2350;1177;1060;89;28;92.25;98.29;58.09
289;Boustrophedon ;54;49;2646;1273;1156;95;22;92.41;97.12;62.5
289;Boustrophedon ;53;46;2438;1295;1156;102;37;91.89;97.78;55.38
330;Boustrophedon ;63;46;2898;1466;1320;117;29;91.86;97.14;59.42
270;Boustrophedon ;39;49;1911;1174;1080;85;9;92.7;97.12;67.49
273;Boustrophedon ;49;48;2352;1196;1092;88;16;92.54;97.38;61.95
525;Varredura ;63;55;3465;2233;2100;109;24;95.07;98.11;65.22
327;Varredura ;59;58;3422;1457;1308;118;31;91.73;97.39;65.22
272;Boustrophedon ;50;42;2100;1190;1088;89;13;92.44;96.99;67.98
248;Boustrophedon ;49;52;2548;1106;992;93;21;91.43;94.54;72.65
236;Espiral Crescente ;59;40;2360;1045;944;83;18;91.92;98.33;58.37
266;Boustrophedon ;44;54;2376;1169;1064;83;22;92.76;96.31;68.33
593;Varredura ;63;62;3906;2493;2372;101;20;95.92;99.41;61.84
299;Espiral Crescente ;63;54;3402;1365;1196;124;45;90.61;98.24;55.72
198;Boustrophedon ;36;48;1728;860;792;51;17;93.95;97.82;69.36
327;Varredura ;49;55;2695;1400;1308;69;23;94.99;98.82;63.38
371;Boustrophedon ;59;51;3009;1615;1484;110;21;93.1;98.1;57.14
267;Boustrophedon ;42;57;2394;1172;1068;75;29;93.44;97.29;63.55
326;Varredura ;40;63;2520;1426;1304;92;30;93.41;98.83;53.25
575;Boustrophedon ;63;63;3969;2402;2300;80;22;96.64;98.78;71.75
234;Boustrophedon ;51;43;2193;1045;936;83;26;91.85;96.63;66.39
220;Varredura ;52;41;2132;970;880;71;19;92.53;97.67;63.27
320;Boustrophedon ;52;47;2444;1399;1280;94;25;93.16;97.91;62.0
380;Boustrophedon ;58;62;3596;1689;1520;138;31;91.68;95.54;66.25
258;Boustrophedon ;34;49;1666;1137;1032;85;20;92.39;98.18;56.86
309;Boustrophedon ;53;52;2756;1332;1236;75;21;94.28;98.45;66.09
254;Varredura ;44;41;1804;1104;1016;72;16;93.38;97.71;64.17
305;Boustrophedon ;57;45;2565;1343;1220;104;19;92.15;97.17;63.05
191;Varredura ;32;44;1408;833;764;59;10;92.83;97.19;68.15
388;Espiral Crescente ;63;45;2835;1681;1552;109;20;93.44;98.43;61.37
291;Espiral Crescente ;46;53;2438;1332;1164;108;60;91.51;97.49;57.31
277;Espiral Crescente ;48;48;2304;1231;1108;94;29;92.18;98.5;63.05
315;Varredura ;50;58;2900;1393;1260;105;28;92.31;97.43;60.61
298;Espiral Crescente ;63;47;2961;1307;1192;88;27;93.12;98.84;61.99
308;Varredura ;49;59;2891;1358;1232;92;34;93.05;98.26;60.22
364;Boustrophedon ;62;58;3596;1623;1456;124;43;92.15;97.31;59.01
318;Boustrophedon ;56;44;2464;1395;1272;94;29;93.12;97.61;64.04
273;Espiral Decrescente ;49;52;2548;1213;1092;95;26;92.0;96.34;63.04
312;Boustrophedon ;50;49;2450;1360;1248;97;15;92.79;97.25;64.94
382;Varredura ;48;57;2736;1653;1528;108;17;93.4;97.82;59.83
430;Espiral Crescente ;58;62;3596;1888;1720;133;35;92.82;98.26;57.91
288;Boustrophedon ;53;55;2915;1275;1152;94;29;92.46;98.06;58.13
411;Varredura ;56;58;3248;1796;1644;116;36;93.41;98.39;58.03
340;Boustrophedon ;58;51;2958;1511;1360;113;38;92.33;97.41;56.88
294;Boustrophedon ;50;53;2650;1296;1176;93;27;92.67;98.5;54.59
312;Varredura ;51;55;2805;1348;1248;75;25;94.33;98.12;66.09
290;Boustrophedon ;49;49;2401;1285;1160;107;18;91.55;96.64;58.6
275;Varredura ;42;50;2100;1200;1100;75;25;93.62;98.39;59.81
283;Varredura ;36;58;2088;1229;1132;77;20;93.63;99.01;60.81
407;Varredura ;56;60;3360;1815;1628;139;48;92.13;97.1;60.27
311;Boustrophedon ;51;49;2499;1371;1244;99;28;92.63;97.81;55.26
253;Boustrophedon ;47;41;1927;1120;1012;83;25;92.42;97.93;56.37
339;Espiral Decrescente ;60;44;2640;1477;1356;96;25;93.39;96.58;68.15
242;Varredura ;43;51;2193;1100;968;97;35;90.89;97.65;54.84
516;Varredura ;63;47;2961;2146;2064;63;19;97.04;99.74;69.44
281;Espiral Crescente ;57;51;2907;1256;1124;100;32;91.83;97.92;62.03
390;Espiral Crescente ;55;58;3190;1713;1560;128;25;92.42;98.24;56.76
259;Espiral Crescente ;50;46;2300;1144;1036;83;25;92.58;98.61;55.19
295;Boustrophedon ;55;46;2530;1277;1180;75;22;94.02;97.55;66.98
180;Varredura ;46;37;1702;818;720;75;23;90.57;96.31;61.54
316;Boustrophedon ;51;56;2856;1403;1264;112;27;91.86;97.66;61.56
295;Varredura ;42;57;2394;1293;1180;96;17;92.48;97.16;64.68
535;Boustrophedon ;62;49;3038;2242;2140;87;15;96.09;99.59;65.06
325;Varredura ;48;63;3024;1428;1300;101;27;92.79;97.39;64.62
473;Boustrophedon ;57;63;3591;2038;1892;107;39;94.65;97.96;65.53
403;Varredura ;58;59;3422;1749;1612;104;33;93.94;98.94;63.03
335;Espiral Crescente ;46;57;2622;1445;1340;85;20;94.04;98.13;62.04
292;Boustrophedon ;43;54;2322;1270;1168;81;21;93.51;96.8;67.31
455;Varredura ;47;63;2961;1943;1820;89;34;95.34;99.35;53.53
235;Boustrophedon ;45;48;2160;1056;940;83;33;91.89;97.36;57.85
246;Espiral Crescente ;55;49;2695;1098;984;90;24;91.62;99.06;56.38
280;Espiral Crescente ;46;57;2622;1250;1120;106;24;91.35;98.67;56.99
358;Boustrophedon ;61;63;3843;1620;1432;134;54;91.44;97.39;60.41
206;Boustrophedon ;46;49;2254;915;824;75;16;91.66;98.83;63.91
279;Espiral Crescente ;52;43;2236;1229;1116;85;28;92.92;98.81;54.09
297;Varredura ;45;52;2340;1288;1188;78;22;93.84;98.17;59.39
502;Boustrophedon ;57;58;3306;2142;2008;112;22;94.72;99.08;58.95
337;Espiral Crescente ;60;57;3420;1491;1348;110;33;92.46;98.82;58.12
296;Boustrophedon ;50;51;2550;1311;1184;101;26;92.14;97.3;58.3
380;Boustrophedon ;49;60;2940;1646;1520;101;25;93.77;98.28;58.87
331;Boustrophedon ;60;57;3420;1455;1324;104;27;92.72;97.49;60.85
252;Varredura ;58;51;2958;1128;1008;93;27;91.55;98.28;58.98
285;Espiral Crescente ;55;44;2420;1261;1140;87;34;92.91;98.92;54.36
359;Varredura ;53;63;3339;1582;1436;115;31;92.59;97.66;61.33
330;Boustrophedon ;53;54;2862;1449;1320;100;29;92.96;97.11;65.07
328;Boustrophedon ;56;50;2800;1433;1312;96;25;93.18;97.64;62.35
348;Boustrophedon ;62;49;3038;1540;1392;108;40;92.8;96.92;60.22
244;Varredura ;53;42;2226;1082;976;79;27;92.51;97.61;58.33
223;Varredura ;45;41;1845;978;892;68;18;92.92;98.46;62.81
339;Boustrophedon ;50;56;2800;1478;1356;94;28;93.52;97.87;62.93
271;Boustrophedon ;44;51;2244;1185;1084;79;22;93.21;96.86;69.0
377;Varredura ;62;48;2976;1651;1508;117;26;92.8;97.66;61.19
400;Boustrophedon ;55;63;3465;1777;1600;124;53;92.81;97.79;61.07
284;Boustrophedon ;48;57;2736;1252;1136;97;19;92.13;97.44;61.86
298;Boustrophedon ;55;48;2640;1315;1192;88;35;93.12;97.94;59.27
281;Espiral Crescente ;49;52;2548;1265;1124;103;38;91.61;98.24;58.67
338;Espiral Crescente ;57;50;2850;1473;1352;90;31;93.76;98.61;58.06
302;Varredura ;47;55;2585;1321;1208;92;21;92.92;97.61;62.82
326;Varredura ;47;57;2679;1415;1304;87;24;93.75;97.93;65.61
328;Boustrophedon ;47;55;2585;1429;1312;95;22;93.25;98.33;58.37
333;Boustrophedon ;54;53;2862;1458;1332;101;25;92.95;97.33;63.57
249;Varredura ;40;51;2040;1096;996;72;28;93.26;98.02;56.38
389;Varredura ;57;63;3591;1723;1556;130;37;92.29;97.91;59.05
532;Varredura ;52;57;2964;2242;2128;95;19;95.73;99.54;60.67
337;Varredura ;59;48;2832;1476;1348;100;28;93.09;97.73;64.93
215;Varredura ;46;42;1932;964;860;78;26;91.68;97.4;57.14
321;Espiral Decrescente ;53;54;2862;1408;1284;91;33;93.38;96.33;65.68
331;Espiral Decrescente ;50;55;2750;1486;1324;119;43;91.75;95.24;67.58
321;Varredura ;56;50;2800;1432;1284;116;32;91.71;96.77;61.05
544;Varredura ;53;63;3339;2272;2176;81;15;96.41;99.11;68.03
474;Boustrophedon ;58;52;3016;1987;1896;71;20;96.39;98.41;72.37
237;Espiral Crescente ;51;39;1989;1051;948;77;26;92.49;98.21;58.88
465;Boustrophedon ;62;52;3224;1966;1860;78;28;95.98;99.06;66.17
279;Boustrophedon ;44;52;2288;1223;1116;81;26;93.23;97.99;61.67
544;Varredura ;63;61;3843;2281;2176;81;24;96.41;99.46;62.7
299;Boustrophedon ;55;50;2750;1312;1196;96;20;92.57;97.99;64.42
273;Boustrophedon ;46;63;2898;1244;1092;122;30;89.95;97.85;57.83
466;Boustrophedon ;62;60;3720;1982;1864;94;24;95.2;98.3;68.21
265;Boustrophedon ;50;47;2350;1177;1060;86;31;92.5;97.19;63.89
518;Varredura ;54;59;3186;2171;2072;82;17;96.19;99.58;67.73
220;Espiral Crescente ;42;57;2394;995;880;97;18;90.07;97.63;58.72
257;Boustrophedon ;48;36;1728;1129;1028;80;21;92.78;97.74;59.6
356;Espiral Crescente ;51;63;3213;1561;1424;112;25;92.71;98.82;57.34
315;Boustrophedon ;54;50;2700;1378;1260;98;20;92.78;97.51;58.22
222;Varredura ;47;48;2256;1013;888;92;33;90.61;97.53;56.56
271;Boustrophedon ;55;42;2310;1206;1084;102;20;91.4;96.99;61.57
338;Espiral Crescente ;55;63;3465;1502;1352;125;25;91.54;97.98;60.13
328;Boustrophedon ;55;59;3245;1443;1312;94;37;93.31;97.82;63.95
373;Espiral Decrescente ;51;58;2958;1645;1492;118;35;92.67;96.04;69.58
284;Boustrophedon ;51;63;3213;1264;1136;100;28;91.91;97.98;60.58
486;Varredura ;54;60;3240;2088;1944;110;34;94.64;98.78;57.49
343;Varredura ;50;60;3000;1512;1372;111;29;92.52;97.51;64.4
219;Espiral Decrescente ;43;49;2107;963;876;72;15;92.41;95.8;72.77
290;Varredura ;48;53;2544;1271;1160;92;19;92.65;98.46;59.4
327;Boustrophedon ;55;58;3190;1454;1308;105;41;92.57;98.05;61.61
420;Boustrophedon ;56;54;3024;1788;1680;92;16;94.81;98.24;68.24
362;Boustrophedon ;51;52;2652;1562;1448;102;12;93.42;98.41;60.92
291;Espiral Crescente ;55;44;2420;1285;1164;93;28;92.6;99.13;56.25
349;Boustrophedon ;58;47;2726;1524;1396;92;36;93.82;98.14;63.16
375;Boustrophedon ;58;54;3132;1652;1500;120;32;92.59;96.93;67.91
248;Boustrophedon ;50;46;2300;1106;992;84;30;92.19;96.31;65.55
320;Varredura ;55;50;2750;1394;1280;84;30;93.84;98.49;63.67
338;Espiral Crescente ;57;59;3363;1499;1352;127;20;91.41;98.0;58.72
234;Varredura ;35;48;1680;1012;936;58;18;94.16;97.5;67.84
308;Boustrophedon ;56;48;2688;1357;1232;90;35;93.19;97.43;58.26
341;Varredura ;55;55;3025;1524;1364;111;49;92.47;97.55;56.81
311;Varredura ;60;53;3180;1380;1244;95;41;92.91;97.4;59.77
310;Boustrophedon ;55;45;2475;1366;1240;106;20;92.12;96.68;64.4
259;Boustrophedon ;47;52;2444;1168;1036;97;35;91.44;96.21;63.97
299;Boustrophedon ;47;61;2867;1303;1196;76;31;94.03;98.82;66.55
345;Boustrophedon ;63;55;3465;1529;1380;105;44;92.93;97.36;63.32
327;Boustrophedon ;53;55;2915;1416;1308;82;26;94.1;98.08;68.03
227;Varredura ;48;57;2736;1054;908;95;51;90.53;98.0;56.77
288;Varredura ;47;43;2021;1264;1152;87;25;92.98;98.46;56.95
456;Varredura ;63;47;2961;1934;1824;95;15;95.05;97.92;69.88
310;Varredura ;53;53;2809;1389;1240;118;31;91.31;97.64;57.29
296;Boustrophedon ;61;55;3355;1340;1184;126;30;90.38;95.68;65.11
256;Varredura ;45;46;2070;1119;1024;74;21;93.26;98.69;58.71
378;Varredura ;63;51;3213;1658;1512;111;35;93.16;97.79;61.07
328;Boustrophedon ;58;47;2726;1452;1312;106;34;92.52;97.67;55.2
315;Boustrophedon ;63;59;3717;1412;1260;119;33;91.37;98.09;57.88
247;Espiral Decrescente ;46;43;1978;1087;988;67;32;93.65;95.94;68.66
269;Boustrophedon ;52;48;2496;1172;1076;76;20;93.4;98.64;61.93
222;Boustrophedon ;52;49;2548;994;888;81;25;91.64;96.42;66.95
302;Espiral Decrescente ;51;51;2601;1347;1208;107;32;91.86;97.09;65.62
320;Boustrophedon ;51;57;2907;1401;1280;91;30;93.36;97.4;63.31
237;Varredura ;48;39;1872;1057;948;77;32;92.49;97.75;57.94
387;Boustrophedon ;59;45;2655;1679;1548;103;28;93.76;97.38;64.93
254;Espiral Crescente ;44;60;2640;1126;1016;89;21;91.95;98.53;59.75
330;Espiral Crescente ;58;54;3132;1449;1320;110;19;92.31;98.47;59.04
256;Boustrophedon ;55;49;2695;1147;1024;96;27;91.43;96.86;62.6
189;Boustrophedon ;49;42;2058;869;756;96;17;88.73;96.48;58.14
256;Boustrophedon ;46;48;2208;1127;1024;76;27;93.09;98.14;60.0
342;Varredura ;47;58;2726;1480;1368;91;21;93.76;98.52;64.79
260;Varredura ;49;51;2499;1147;1040;79;28;92.94;97.97;58.1
226;Boustrophedon ;47;42;1974;997;904;67;26;93.1;98.21;63.59
302;Varredura ;60;49;2940;1355;1208;120;27;90.96;96.37;61.57
525;Boustrophedon ;57;63;3591;2215;2100;88;27;95.98;99.36;69.16
